Unique Id,Code,Origin,Complexity,Severity,Category,Description,Message,InputType,OutputType,File,Line,Column,Lines,SourceCode
1965,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExprMemberAccess -> CSExprMemberAccess"" does not have any transformation rule to apply.",CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,68,1,WindowsIdentity.GetCurrent
1967,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExprMemberAccess,CSExprMemberAccess,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,68,1,WindowsIdentity.GetCurrent
1969,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSCall -> CSExpr"" does not have any transformation rule to apply.",CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,68,1,WindowsIdentity.GetCurrent()
1971,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSCall,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,68,1,WindowsIdentity.GetCurrent()
1973,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,68,1,WindowsIdentity.GetCurrent()
1975,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,68,1,WindowsIdentity.GetCurrent()
1977,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSNewObject -> CSExpr"" does not have any transformation rule to apply.",CSNewObject,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,47,1,new WindowsPrincipal(WindowsIdentity.GetCurrent())
1979,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSNewObject,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,47,1,new WindowsPrincipal(WindowsIdentity.GetCurrent())
1981,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSType"" does not have any transformation rule to apply.",CSTypeRef,CSType,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,0,0,1,System.Security.Principal.WindowsPrincipal
1983,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSType,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,0,0,1,System.Security.Principal.WindowsPrincipal
1985,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,21,1,"                    Thread.CurrentPrincipal = new WindowsPrincipal(WindowsIdentity.GetCurrent())"
1987,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,21,1,"                    Thread.CurrentPrincipal = new WindowsPrincipal(WindowsIdentity.GetCurrent())"
1989,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,21,1,"                    Thread.CurrentPrincipal = new WindowsPrincipal(WindowsIdentity.GetCurrent())"
1991,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,21,1,"                    Thread.CurrentPrincipal = new WindowsPrincipal(WindowsIdentity.GetCurrent())"
1993,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,21,1,"                    Thread.CurrentPrincipal = new WindowsPrincipal(WindowsIdentity.GetCurrent());"
1995,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,26,21,1,"                    Thread.CurrentPrincipal = new WindowsPrincipal(WindowsIdentity.GetCurrent());"
1997,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,28,24,1,SecurityException
1999,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,28,24,1,SecurityException
2001,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,13,1,"            this"
2003,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,13,1,"            this"
2005,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThisMemberAccess -> CSExpr"" does not have any transformation rule to apply.",CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,13,1,"            this.ApplicationContext"
2007,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThisMemberAccess,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,13,1,"            this.ApplicationContext"
2009,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,43,1,WinFormsAppContext
2011,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,43,1,WinFormsAppContext
2013,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSThis -> CSExpr"" does not have any transformation rule to apply.",CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,62,1,this
2015,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSThis,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,62,1,this
2017,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSArg -> CSArg"" does not have any transformation rule to apply.",CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,62,1,this
2019,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSArg,CSArg,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,62,1,this
2021,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSNewObject -> CSExpr"" does not have any transformation rule to apply.",CSNewObject,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,39,1,new WinFormsAppContext(this)
2023,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSNewObject,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,39,1,new WinFormsAppContext(this)
2025,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSCall"" does not have any transformation rule to apply.",CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,13,1,"            this.ApplicationContext = new WinFormsAppContext(this)"
2027,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSCall,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,13,1,"            this.ApplicationContext = new WinFormsAppContext(this)"
2029,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSAssign -> CSAssign"" does not have any transformation rule to apply.",CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,13,1,"            this.ApplicationContext = new WinFormsAppContext(this)"
2031,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSAssign,CSAssign,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,13,1,"            this.ApplicationContext = new WinFormsAppContext(this)"
2033,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSExpressionStat -> CSStat"" does not have any transformation rule to apply.",CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,13,1,"            this.ApplicationContext = new WinFormsAppContext(this);"
2035,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSExpressionStat,CSStat,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,32,13,1,"            this.ApplicationContext = new WinFormsAppContext(this);"
2037,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,35,10,1,Obsolete
2039,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,35,10,1,Obsolete
2041,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSLiteral -> CSExpr"" does not have any transformation rule to apply.",CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,35,19,1,"""Compilation Stub"""
2043,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSLiteral,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,35,19,1,"""Compilation Stub"""
2045,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,47,16,1,ApplicationContext
2047,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,47,16,1,ApplicationContext
2049,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,63,59,1,object sender
2051,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,63,59,1,object sender
2053,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,63,74,1,NetworkAvailableEventArgs
2055,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,63,74,1,NetworkAvailableEventArgs
2057,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSParam -> CSParam"" does not have any transformation rule to apply.",CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,63,74,1,NetworkAvailableEventArgs e
2059,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSParam,CSParam,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,63,74,1,NetworkAvailableEventArgs e
2061,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,63,111,1,FormCollection
2063,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,63,111,1,FormCollection
2065,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,67,27,1,System.NotImplementedException
2067,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,67,27,1,System.NotImplementedException
2069,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSNewObject -> CSExpr"" does not have any transformation rule to apply.",CSNewObject,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,67,23,1,new System.NotImplementedException()
2071,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSNewObject,CSExpr,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,67,23,1,new System.NotImplementedException()
2073,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSType"" does not have any transformation rule to apply.",CSTypeRef,CSType,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,0,0,1,System.NotImplementedException
2075,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSType,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,0,0,1,System.NotImplementedException
2077,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,91,16,1,ShutdownMode
2079,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,91,16,1,ShutdownMode
2081,TC0004,Source,Simple,Info,DataType,"Error, no transformation rule was found to apply to the source code","This source code ""CSTypeRef -> CSTypeRef"" does not have any transformation rule to apply.",CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,97,22,1,UnhandledExceptionEventHandler
2083,WFMAP0002,Source,Simple,Warning,Unit,WFMAP0002: Transformation rule not foud for the type {0},,CSTypeRef,CSTypeRef,F:\HelloWorldVBTest\MyHelpersNet461\WindowsFormsApplicationBase.cs,97,22,1,UnhandledExceptionEventHandler
